sourceLang	targetLang	sourceString	targetString	stringID	URL	License	translator_id
en	zu	i've got pain in my chest	nginobuhlungu esifubeni sami	CMU_1:97	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	i've very concerned of this chest pain	ngikhathazeke kakhulu ngalobu buhlungu besifuba	CMU_1:98	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	i want you to tell me in describing this chest pain	ngifuna ungitshele lapho uchaza lobu buhlungu besifuba	CMU_1:99	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	i will send you an image	ngizokuthumela isithombe	CMU_1:100	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	i will send you an image on your screen	ngizokuthumela isithombe kusikrini sakho	CMU_1:101	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	like high blood pressure or diabetes	njengomfutho wegazi ophakeme noma isifo sikashukela	CMU_1:102	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	like right in the center of the chest	njengokungathi khona kanye maphakathi nesifuba	CMU_1:103	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	most of the time it is this type of chest pain	ezikhathini eziningi yilolu hlobo lobuhlungu besifuba	CMU_1:104	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	my sister has similar symptoms	udadewethu unezimpawu ezifanayo	CMU_1:105	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	now for the fever you can take a tachipirina sweet	manje ngemfiva ungathatha uswidi we-tachipirina	CMU_1:106	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	now i send you an image	manje ngikuthumela isithombe	CMU_1:107	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	now mary how many days have you had the symptoms	manje mary sekuziyinsuku ezingakanani unezimpawu	CMU_1:108	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	now you said you have a chest pain	manje uthe unobuhlungu besifuba	CMU_1:109	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	occasionally i have some chest pain	ngezikhathi ezithile nginobuhlungu obuthile besifuba	CMU_1:110	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	okay are you having any other symptoms along with this other than just the pain	kulungile ingabe unazo ezinye izimpawu ezihambisana nalokhu ngaphandle nje kobuhlungu	CMU_1:111	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	or if you have high blood pressure	noma uma unomfutho wegazi ophakeme	CMU_1:112	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	or somebody sitting on your chest?	noma othile ohlezi esifubeni sakho?	CMU_1:113	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	pretty much the same with the fever and the cough headache and muscle pains	kucishe kufane ngemfiva nokukhwehlela ikhanda elibuhlungu nezinhlungu zemisipha	CMU_1:114	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	right in the middle of my chest	khona kanye maphakathi nesifuba	CMU_1:115	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	show me on this image where you feel the pain	ngibonise kulesi sithombe lapho ozwa khona ubuhlungu	CMU_1:116	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	since you have a fever	njengoba unemfiva	CMU_1:117	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	so do you think that some of these symptoms could be related to being pregnant?	ngakho ucabanga ukuthi ezinye zalezi zimpawu kungenzeka ukuthi zihlobene nokukhulelwa?	CMU_1:118	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	so your chest pain started this morning	ngakho ubuhlungu besifuba sakho buqale namuhla ekuseni	CMU_1:119	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	so your children are having some of the same symptoms?	izingane zakho ingabe zinezinye zezimpawu ezifanayo?	CMU_1:120	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	tell me about your chest pain	ngitshele ngobuhlungu besifuba sakho	CMU_1:121	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	the fever increases at night	imfiva iyanyuka ebusuku	CMU_1:122	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	the fever i've had for the last two days	imfiva engibe nayo izinsuku ezimbili ezidlule	CMU_1:123	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	the fever started to increase last night	imfiva iqale ukunyuka izolo ebusuku	CMU_1:124	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	the fever started two days ago	imfiva iqale ezinsukwini ezimbili ezidlule	CMU_1:125	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	the muscle pains with the hay fever	izinhlungu zemisipha ngemfiva ebangelwa utshani obomile	CMU_1:126	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	this is doctor porter in the emergency room triage center	lona udokotela porter esikhungweni se-triage egumbini lezimo eziphuthumayo	CMU_1:127	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	well can you tell me a little bit more about your chest pain?	nokho ungakwazi yini ukungitshela okwengeziwe mayelana nobuhlungu besifuba sakho?	CMU_1:128	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	well from my point of view it is a little flu	nokho ngokubona kwami kumane nje umkhuhlane omncane	CMU_1:129	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	well i feel a pain in the front of my body here in my chest	nokho ngizwa ubuhlungu ngaphambili komzimba wami lapha esifubeni sami	CMU_1:130	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	well i've been having a strong pain in my chest	empeleni benginobuhlungu obukhulu esifubeni sami	CMU_1:131	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	well madam from listening to your symptoms it sounds like you've got one of the flu viruses	uma ngilalele izimpawu zakho nkosikazi kuzwakala sengathi uphethwe elinye lamagciwane omkhuhlane	CMU_1:132	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	well when i have that pain in my chest	uma nginalobo buhlungu esifubeni sami	CMU_1:133	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	what kinda pain do you have in your chest?	unohlobo olunjani lobuhlungu esifubeni sakho?	CMU_1:134	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	when this chest pain started?	lapho kuqala lobu buhlungu besifuba?	CMU_1:135	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
en	zu	where do you have the pain in the chest?	bukuphi nendawo ubuhlungu esifubeni?	CMU_1:136	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_zu_0001
