sourceLang	targetLang	sourceString	targetString	stringID	URL	License	translator_id
en	es-419	and you're having chest pain	y siente dolor de pecho	CMU_1:27	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	and your symptoms do not go away in five days	y los síntomas no desaparecen en cinco días	CMU_1:28	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	and you said this is a pressure in your chest	y dijo que es una presión en el pecho	CMU_1:29	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	anyone in the family have a heart problem heart disease heart attack high cholesterol high blood pressure	alguien de la familia tuvo un problema cardíaco, enfermedad cardíaca, ataque cardíaco, colesterol alto, presión arterial alta	CMU_1:30	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	any other symptoms or problems that you notice with the muscle aches?	¿algún otro síntoma o problema que note además del dolor muscular?	CMU_1:31	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	any sharp pain on your left side of your chest?	¿algún dolor agudo en el lado izquierdo del pecho?	CMU_1:32	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	are there other people sick as you at home with your same symptoms?	¿hay otras personas enfermas con los mismos síntomas en su casa?	CMU_1:33	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	are you having any difficulty breathing now	ahora tiene algo de dificultad para respirar	CMU_1:34	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	are you having any other symptoms?	¿tiene algún otro síntoma?	CMU_1:35	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	are you having any shortness of breath?	¿tiene algo de falta de aire?	CMU_1:36	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	are you still having the chest pain	todavía siente dolor en el pecho	CMU_1:37	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	because this is flu season	porque esta es la temporada de gripe	CMU_1:38	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	besides the diabetes do you have other problems or important diseases?	además de la diabetes, ¿tiene otros problemas o enfermedades importantes?	CMU_1:39	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but also we shouldn't be put aside for the heart cardiac origin chest pain	pero, además, no deberían ignorarnos por el dolor de pecho de origen cardíaco	CMU_1:40	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but a more important problem now is this chest pain	pero ahora un problema más importante es este dolor de pecho	CMU_1:41	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but if you have the cough	pero si tiene tos	CMU_1:42	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but i have difficulty breathing	pero tengo dificultad para respirar	CMU_1:43	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but i know lot of people cough on me	pero sé que muchas personas me tosen encima	CMU_1:44	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but we need to treat every chest pain with the utmost seriousness	pero siempre debemos tratar el dolor de pecho con la máxima seriedad	CMU_1:45	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	but you're breathing all right right now right?	¿pero ahora estás respirando bien, no?	CMU_1:46	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	cause of this chest pain i totally forgot	por este dolor de pecho me olvidé por completo	CMU_1:47	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	cause they're having a cough	porque tienen tos	CMU_1:48	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	does it feel like somebody squeezing your chest	se siente como si alguien te estrujara el pecho	CMU_1:49	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do still feel like shortness of breath	todavía se siente como falta de aire	CMU_1:50	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do they complain of being sick similar symptoms?	¿se quejan de estar enfermos con síntomas similares?	CMU_1:51	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you have any blood pressure problem as far as you know?	¿tiene algún problema de presión arterial hasta donde sabe?	CMU_1:52	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you have any other chronic like high blood pressure or anything like that?	¿tiene alguna otra enfermedad crónica, como presión arterial alta o algo como eso?	CMU_1:53	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you have any other diseases chronic medical problems like diabetes?	¿tiene alguna otra enfermedad, problema médico crónico, como diabetes?	CMU_1:54	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you have any shortness of breath with that chest pain?	¿tiene algo de falta de aire además de dolor de pecho?	CMU_1:55	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you have high blood pressure?	¿tiene presión arterial alta?	CMU_1:56	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you have some shortness of breath goes with that?	¿tiene algunos episodios de falta de aire con eso?	CMU_1:57	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you know what symptoms she was having?	¿sabe qué síntomas tenía?	CMU_1:58	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do your relatives have the same symptoms	sus familiares tienen los mismos síntomas	CMU_1:59	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	do you see the image?	¿ve la imagen?	CMU_1:60	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	drink plenty of fluids today	beba mucho líquido hoy	CMU_1:61	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	have a dry cough a cold and runny nose vomiting diarrhea	tener tos seca resfriado y secreción nasal vómitos diarrea	CMU_1:62	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	however i take tests for the diabetes	sin embargo, me hago pruebas para la diabetes	CMU_1:63	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	however she has symptoms quite similar to mine	sin embargo, tiene síntomas bastante parecidos a los míos	CMU_1:64	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	how high is your fever?	¿cuánto tiene de fiebre?	CMU_1:65	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	how' s your blood pressure?	¿cómo está su presión arterial?	CMU_1:66	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i don't think i have high blood pressure	no creo tener presión arterial alta	CMU_1:67	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i feel a pain in the chest here in the front part of the chest	siento dolor de pecho aquí, en la parte de adelante del pecho	CMU_1:68	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	if you continue to have high fevers	si sigue teniendo fiebre alta	CMU_1:69	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	if you have a fever of a hundred and two or higher	si tiene fiebre de ciento dos grados o superior	CMU_1:70	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	if you think that your symptoms or problems warrant a better look	si cree que sus síntomas o problemas justifican un examen mejor	CMU_1:71	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i got a fever yesterday	me dio fiebre ayer	CMU_1:72	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i got a slight fever too	también tuve un poco de fiebre	CMU_1:73	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i had a fever yesterday	tuve fiebre ayer	CMU_1:74	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i had a short sharp pain in my chest	tuve un dolor agudo breve en el pecho	CMU_1:75	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i have a sharp pain here in the chest	tengo un dolor agudo aquí, en el pecho	CMU_1:76	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i have hay fever though too	aunque también tengo alergia al polen	CMU_1:77	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i have made on the body around the chest area?	{NS}	CMU_1:78	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i have some difficulty breathing too	también tengo algo de dificultad para respirar	CMU_1:79	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i'll send you an image	te enviaré una imagen	CMU_1:80	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i'm having some chest pain today	hoy tengo un poco de dolor de pecho	CMU_1:81	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i'm just having some headaches and some fever today	hoy solo tengo un poco de dolor de cabeza y algo de fiebre	CMU_1:82	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	in my opinion it is flu	en mi opinión, es una gripe	CMU_1:83	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	in my opinion this is a little flu	en mi opinión, es un poco de gripe	CMU_1:84	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i see it going from the center of your chest going up to your neck	veo que sube desde el centro de su pecho hasta su cuello	CMU_1:85	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	is it like some heavy heavy person sitting on your chest?	¿es como si alguien muy, muy pesado se sentara sobre su pecho?	CMU_1:86	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it all started with the headaches and with the fever about the same time	todo empezó con dolor de cabeza y fiebre más o menos al mismo tiempo	CMU_1:87	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it hurts in the chest	me duele el pecho	CMU_1:88	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it hurts in the middle of my chest	me duele el centro del pecho	CMU_1:89	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it is a pressure like chest pain	es una presión como el dolor de pecho	CMU_1:90	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it is in my chest	es en mi pecho	CMU_1:91	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it is in the center of my chest	es en el centro de mi pecho	CMU_1:92	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it is in the center of the chest	es en el centro del pecho	CMU_1:93	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it is occurring right in the middle of my chest	está ocurriendo justo en el centro de mi pecho	CMU_1:94	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it is right in the center of my chest	es justo en el centro de mi pecho	CMU_1:95	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	it sounds like you just may have the garden variety cold or a flu	suena como que quizás solo tenga un resfriado común y corriente o una gripe	CMU_1:96	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i've got pain in my chest	siento dolor en el pecho	CMU_1:97	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i've very concerned of this chest pain	me preocupa mucho este dolor de pecho	CMU_1:98	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i want you to tell me in describing this chest pain	quiero que me diga cómo describe este dolor de pecho	CMU_1:99	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i will send you an image	le enviaré una imagen	CMU_1:100	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	i will send you an image on your screen	le enviaré una imagen en su pantalla	CMU_1:101	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	like high blood pressure or diabetes	como presión arterial alta o diabetes	CMU_1:102	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	like right in the center of the chest	como justo en el centro del pecho	CMU_1:103	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	most of the time it is this type of chest pain	casi siempre es este tipo de dolor de pecho	CMU_1:104	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	my sister has similar symptoms	mi hermana tiene síntomas similares	CMU_1:105	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	now for the fever you can take a tachipirina sweet	ahora puede tomar un comprimido de Tachipirina para la fiebre	CMU_1:106	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	now i send you an image	ahora le envío una imagen	CMU_1:107	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	now mary how many days have you had the symptoms	ahora, Mary, hace cuántos días que tiene los síntomas	CMU_1:108	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	now you said you have a chest pain	ahora dijo que tiene dolor de pecho	CMU_1:109	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	occasionally i have some chest pain	en ocasiones, tengo un poco de dolor de pecho	CMU_1:110	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	okay are you having any other symptoms along with this other than just the pain	bien, tiene algún otro síntoma además de este, que no sea solo el dolor	CMU_1:111	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	or if you have high blood pressure	o si tiene presión arterial alta	CMU_1:112	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	or somebody sitting on your chest?	¿o alguien sentado sobre su pecho?	CMU_1:113	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	pretty much the same with the fever and the cough headache and muscle pains	básicamente igual, con fiebre y tos, dolor de cabeza y dolor muscular	CMU_1:114	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	right in the middle of my chest	justo en el centro del pecho	CMU_1:115	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	show me on this image where you feel the pain	muéstreme en esta imagen dónde siente el dolor	CMU_1:116	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	since you have a fever	desde que tiene fiebre	CMU_1:117	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	so do you think that some of these symptoms could be related to being pregnant?	¿entonces piensa que algunos de estos síntomas podrían estar relacionados con el embarazo?	CMU_1:118	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	so your chest pain started this morning	así que el dolor de pecho comenzó esta mañana	CMU_1:119	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	so your children are having some of the same symptoms?	¿así que sus hijos tienen algunos de los mismos síntomas?	CMU_1:120	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	tell me about your chest pain	cuénteme sobre su dolor de pecho	CMU_1:121	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	the fever increases at night	la fiebre es más alta por la noche	CMU_1:122	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	the fever i've had for the last two days	la fiebre que tuve los últimos dos días	CMU_1:123	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	the fever started to increase last night	la fiebre empezó a ser más alta anoche	CMU_1:124	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	the fever started two days ago	la fiebre empezó hace dos días	CMU_1:125	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	the muscle pains with the hay fever	los dolores musculares con la alergia al polen	CMU_1:126	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	this is doctor porter in the emergency room triage center	este es el doctor Porter en el centro de triaje de la sala de emergencias	CMU_1:127	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	well can you tell me a little bit more about your chest pain?	bueno, ¿puede contarme un poco más sobre su dolor de pecho?	CMU_1:128	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	well from my point of view it is a little flu	bueno, desde mi punto de vista, es un poco de gripe	CMU_1:129	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	well i feel a pain in the front of my body here in my chest	bueno, siento un dolor en la parte de adelante del cuerpo, aquí en el pecho	CMU_1:130	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	well i've been having a strong pain in my chest	bueno, he estado sintiendo un dolor fuerte en el pecho	CMU_1:131	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	well madam from listening to your symptoms it sounds like you've got one of the flu viruses	bueno, señora, al escuchar sus síntomas, parece que tiene uno de los virus de la gripe	CMU_1:132	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	well when i have that pain in my chest	bueno, cuando tengo ese dolor en el pecho	CMU_1:133	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	what kinda pain do you have in your chest?	¿qué tipo de dolor tienes en el pecho?	CMU_1:134	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	when this chest pain started?	¿cuándo comenzó este dolor en el pecho?	CMU_1:135	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	where do you have the pain in the chest?	¿dónde siente dolor en el pecho?	CMU_1:136	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	where you feel this chest pain eel this chest t	{NS}	CMU_1:137	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	you are probably having chest pain	probablemente tenga dolor de pecho	CMU_1:138	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	you feel like tightness on your chest	siente como opresión en el pecho	CMU_1:139	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	you know i got diabetes and stuff	sabes que tengo diabetes y demás	CMU_1:140	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	you said you're having this chest pain	dijo que siente este dolor de pecho	CMU_1:141	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_es-419_0001
en	es-419	Rapidly increasing cumulative incidence of coronavirus disease (COVID-19) in the European Union/European Economic Area and the United Kingdom, 1 January to 15 March 2020	Incidencia acumulada en rápido aumento de la enfermedad por coronavirus (COVID-19) en la Unión Europea o el Espacio Económico Europeo y el Reino Unido, del 1 de enero al 15 de marzo de 2020	PubMed_6:142	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7096777/	CC BY 4.0	en_es-419_0001
