stringID,sourceLang,targetLang,pos,description,sourceString,targetString
575,en,mg,,,virus mask,aro-vava amin'ny viriosy
576,en,mg,,,virus outbreak,valan'aretina avy amin'ny viriosy
577,en,mg,,,virus prevention,fisorohana ny viriosy
578,en,mg,,,virus protection,fiarovana amin'ny viriosy
580,en,mg,,,virus spread,fiparitahan'ny viriosy
582,en,mg,,,virus spreads,fiparitahan'ny viriosy
583,en,mg,,,virus strain,sela-tambatra ana viriosy
584,en,mg,,,virus transmission,fifindran'ny viriosy
586,en,mg,,,wash your hands,manasà tànana
587,en,mg,,,washing hands,misasa tànana
589,en,mg,,,WHO,OMS
590,en,mg,,,WHO Confirmed,nohamarinin'ny OMS
591,en,mg,,,WHO Deaths,Isan'ny maty araka ny OMS
592,en,mg,,,widespread outbreak,fiparitahana manerantany
597,en,mg,,,World Health Organization,Fikambanambe Iraisam-pirenena momba ny Fahasalamana
600,en,mg,,,zoonotic disease,aretina avy amin'ny biby
601,en,mg,,,zoonotic virus,viriosy avy amin'ny biby
